"ID","Study_ID","Plot_ID","Lat","Long","Years","N_years","Crops","N_crops"
"DURUM_MIX_GM@8_33","DURUM_MIX_GM","8_33",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_34","DURUM_MIX_GM","8_34",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_35","DURUM_MIX_GM","8_35",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_36","DURUM_MIX_GM","8_36",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_37","DURUM_MIX_GM","8_37",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_38","DURUM_MIX_GM","8_38",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_39","DURUM_MIX_GM","8_39",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_40","DURUM_MIX_GM","8_40",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_41","DURUM_MIX_GM","8_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_6","DURUM_MIX_GM","8_6",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_7","DURUM_MIX_GM","8_7",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_11","DURUM_MIX_GM","9_11",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_12","DURUM_MIX_GM","9_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_13","DURUM_MIX_GM","9_13",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_18","DURUM_MIX_GM","9_18",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_20","DURUM_MIX_GM","9_20",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_22","DURUM_MIX_GM","9_22",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_23","DURUM_MIX_GM","9_23",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_25","DURUM_MIX_GM","9_25",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_26","DURUM_MIX_GM","9_26",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_3","DURUM_MIX_GM","9_3",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_30","DURUM_MIX_GM","9_30",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_32","DURUM_MIX_GM","9_32",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_33","DURUM_MIX_GM","9_33",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_34","DURUM_MIX_GM","9_34",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_37","DURUM_MIX_GM","9_37",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_38","DURUM_MIX_GM","9_38",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_40","DURUM_MIX_GM","9_40",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_41","DURUM_MIX_GM","9_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@9_5","DURUM_MIX_GM","9_5",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"EXCLU_BVD@194","EXCLU_BVD","194",43.8260085,4.901043311,"2023",1,"malus domestica",1
"EXCLU_BVD@205","EXCLU_BVD","205",43.79905517,4.891623624,"2023",1,"malus domestica",1
"EXCLU_BVD@232","EXCLU_BVD","232",43.84031143,4.823722686,"2023",1,"malus domestica",1
"EXCLU_BVD@236","EXCLU_BVD","236",43.77520772,5.055454849,"2021; 2023",2,"malus domestica",1
"EXCLU_BVD@237","EXCLU_BVD","237",43.76882525,5.078346682,"2022",1,"malus domestica",1
"EXCLU_BVD@238","EXCLU_BVD","238",43.85034943,4.91322592,"2021; 2022; 2023",3,"malus domestica",1
"EXCLU_BVD@239","EXCLU_BVD","239",43.90069397,4.994740516,"2021; 2022; 2023",3,"malus domestica",1
"EXCLU_BVD@240","EXCLU_BVD","240",43.89757265,4.98972298,"2021; 2022; 2023",3,"malus domestica",1
"EXCLU_BVD@241","EXCLU_BVD","241",43.80539967,4.937583165,"2021",1,"malus domestica",1
"EXCLU_BVD@242","EXCLU_BVD","242",43.80276449,4.93203837,"2021; 2022; 2023",3,"malus domestica",1
"EXCLU_BVD@244","EXCLU_BVD","244",43.89483304,5.033630994,"2021; 2022; 2023",3,"malus domestica",1
"EXCLU_BVD@272","EXCLU_BVD","272",43.79055738,5.085044259,"2022",1,"malus domestica",1
"EXCLU_BVD@273","EXCLU_BVD","273",43.77749502,5.053877925,"2022",1,"malus domestica",1
"EXCLU_BVD@275","EXCLU_BVD","275",43.81662742,5.025580197,"2022",1,"malus domestica",1
"EXCLU_BVD@276","EXCLU_BVD","276",43.87508115,5.024789879,"2022; 2023",2,"malus domestica",1
"EXCLU_BVD@286","EXCLU_BVD","286",43.89551426,4.772522502,"2023",1,"malus domestica",1
"EXCLU_BVD@293","EXCLU_BVD","293",43.82364666,4.81665681,"2022; 2023",2,"malus domestica",1
"EXCLU_BVD@296","EXCLU_BVD","296",43.90813564,5.041986423,"2022",1,"malus domestica",1
"EXCLU_BVD@302","EXCLU_BVD","302",43.77851853,5.060190908,"2023",1,"malus domestica",1
"EXCLU_BVD@303","EXCLU_BVD","303",43.82502568,4.977345616,"2023",1,"malus domestica",1
"EXCLU_BVD@306","EXCLU_BVD","306",43.86085393,5.003684927,"2023",1,"malus domestica",1
"EXCLU_BVD@308","EXCLU_BVD","308",43.89463924,5.077488642,"2023",1,"malus domestica",1
"FRAMEwork_BVD@11_b","FRAMEwork_BVD","11_b",43.8338088,4.8966043,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@11_c","FRAMEwork_BVD","11_c",43.8337507,4.896605,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@194_b2","FRAMEwork_BVD","194_b2",43.8260938,4.9002688,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@194_c2","FRAMEwork_BVD","194_c2",43.8261993,4.9004074,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@200_b","FRAMEwork_BVD","200_b",43.7949689,4.9320221,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@200_c","FRAMEwork_BVD","200_c",43.7947795,4.9318957,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@205_b2","FRAMEwork_BVD","205_b2",43.7995341,4.8907169,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@205_c2","FRAMEwork_BVD","205_c2",43.799168,4.8904906,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@211_b","FRAMEwork_BVD","211_b",43.9073971,4.9569321,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@211_c","FRAMEwork_BVD","211_c",43.9074597,4.9569373,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@212_b","FRAMEwork_BVD","212_b",43.8967815,4.9949955,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@212_c","FRAMEwork_BVD","212_c",43.8965857,4.9950756,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@228_b","FRAMEwork_BVD","228_b",43.8099299,4.9311902,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@228_c","FRAMEwork_BVD","228_c",43.809825,4.9312425,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@230_b2","FRAMEwork_BVD","230_b2",43.808521,4.8768593,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@230_c2","FRAMEwork_BVD","230_c2",43.8085714,4.8764209,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@232_b2","FRAMEwork_BVD","232_b2",43.8407277,4.824376,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@232_c2","FRAMEwork_BVD","232_c2",43.8406022,4.8244507,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@233_b","FRAMEwork_BVD","233_b",43.8442943,5.0108872,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@233_c","FRAMEwork_BVD","233_c",43.8443489,5.010449,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@234_b","FRAMEwork_BVD","234_b",43.8412638,4.9092208,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@234_c","FRAMEwork_BVD","234_c",43.8411479,4.9091558,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@235_b2","FRAMEwork_BVD","235_b2",43.74065223,5.1426865,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@235_c2","FRAMEwork_BVD","235_c2",43.74076372,5.14240852,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@236_b2","FRAMEwork_BVD","236_b2",43.7755609,5.0555553,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@236_c2","FRAMEwork_BVD","236_c2",43.7754276,5.0557375,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@237_b2","FRAMEwork_BVD","237_b2",43.7683385,5.0781329,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@237_c2","FRAMEwork_BVD","237_c2",43.7684592,5.0779888,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@238_b2","FRAMEwork_BVD","238_b2",43.8501043,4.9125457,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@238_c2","FRAMEwork_BVD","238_c2",43.8501487,4.9124281,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@26_b","FRAMEwork_BVD","26_b",43.8362726,4.93486066,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@26_c","FRAMEwork_BVD","26_c",43.8358845,4.9364438,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@75_b","FRAMEwork_BVD","75_b",43.7892819,4.9217396,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@75_c","FRAMEwork_BVD","75_c",43.7890116,4.9218895,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@88_b","FRAMEwork_BVD","88_b",43.8131845,4.9072309,"2021",1,"Malus domestica",1
"FRAMEwork_BVD@88_c","FRAMEwork_BVD","88_c",43.8130674,4.9077092,"2021",1,"Malus domestica",1
"Herrera2026@Dijon_D_Agri_PNPP_E_ID066","Herrera2026","Dijon_D_Agri_PNPP_E_ID066",47.23512,5.12146,"2022",1,"FeveroleH",1
"Herrera2026@Dijon_D_Agri_PNPP_Tm_ID067","Herrera2026","Dijon_D_Agri_PNPP_Tm_ID067",47.23512,5.12146,"2022",1,"FeveroleH",1
"Herrera2026@Dijon_D_Agri_Tm4_ID068","Herrera2026","Dijon_D_Agri_Tm4_ID068",47.233474,5.087518,"2022",1,"FeveroleH",1
"Herrera2026@Dijon_D_Agri_Tm5_ID069","Herrera2026","Dijon_D_Agri_Tm5_ID069",47.254038,5.10891,"2022",1,"FeveroleH",1
"Herrera2026@Dijon_D_CASYS_E5_ID070","Herrera2026","Dijon_D_CASYS_E5_ID070",47.232583,5.105612,"2022",1,"FeveroleH",1
"Herrera2026@Dijon_D_CASYS_E6_ID071","Herrera2026","Dijon_D_CASYS_E6_ID071",47.230361,5.100284,"2022",1,"FeveroleH",1
"Herrera2026@Dijon_D_CASYS_Tm1_ID072","Herrera2026","Dijon_D_CASYS_Tm1_ID072",47.233354,5.104565,"2022",1,"FeveroleH",1
"Herrera2026@Grignon_AA1_ID031","Herrera2026","Grignon_AA1_ID031",48.7774384,1.4668061,"2021",1,"Lentille",1
"Herrera2026@Grignon_AA13_ID032","Herrera2026","Grignon_AA13_ID032",48.763674,1.499729,"2021",1,"Lentille",1
"Herrera2026@Grignon_AA16_ID073","Herrera2026","Grignon_AA16_ID073",48.74374,1.46645,"2022",1,"Lentille",1
"Herrera2026@Grignon_AA17_ID074","Herrera2026","Grignon_AA17_ID074",48.74352,1.46349,"2022",1,"Lentille",1
"Herrera2026@Grignon_AA18_ID075","Herrera2026","Grignon_AA18_ID075",48.74041,1.4856,"2022",1,"Lentille",1
"Herrera2026@Grignon_AA3_ID001","Herrera2026","Grignon_AA3_ID001",48.77284,1.46609,"2020",1,"FeveroleH",1
"Herrera2026@Grignon_AA4_ID002","Herrera2026","Grignon_AA4_ID002",48.772841,1.466091,"2020",1,"Lentille",1
"Herrera2026@Grignon_AA9_ID033","Herrera2026","Grignon_AA9_ID033",48.77661,1.48953,"2021",1,"FeveroleH",1
"Herrera2026@Grignon_AAM_ID076","Herrera2026","Grignon_AAM_ID076",48.74041,1.4856,"2022",1,"Lentille",1
"Herrera2026@Grignon_AB9_ID034","Herrera2026","Grignon_AB9_ID034",48.556384,1.870708,"2021",1,"FeveroleH",1
"Herrera2026@Grignon_AD20_ID035","Herrera2026","Grignon_AD20_ID035",48.97899,1.45902,"2021",1,"Lentille",1
"Herrera2026@Grignon_B19_ID036","Herrera2026","Grignon_B19_ID036",48.842246,2.04802,"2021",1,"Lentille",1
"Herrera2026@Grignon_B2b_ID037","Herrera2026","Grignon_B2b_ID037",48.833526,2.060287,"2021",1,"Lentille",1
"Herrera2026@Grignon_D1_ID003","Herrera2026","Grignon_D1_ID003",48.97475,1.66358,"2020",1,"FeveroleH",1
"Herrera2026@Grignon_D16_ID077","Herrera2026","Grignon_D16_ID077",48.98553,1.65914,"2022",1,"FeveroleP",1
"Herrera2026@Grignon_D17_ID078","Herrera2026","Grignon_D17_ID078",48.98553,1.65692,"2022",1,"FeveroleP",1
"Herrera2026@Grignon_D3_ID038","Herrera2026","Grignon_D3_ID038",48.97619,1.629033,"2021",1,"Lentille",1
"Herrera2026@Grignon_I1_ID004","Herrera2026","Grignon_I1_ID004",48.510716,1.960592,"2020",1,"FeveroleH",1
"Herrera2026@Grignon_I10_ID039","Herrera2026","Grignon_I10_ID039",48.505831,1.942085,"2021",1,"FeveroleP",1
"Herrera2026@Grignon_I17_ID040","Herrera2026","Grignon_I17_ID040",48.4920375,1.948905,"2021",1,"FeveroleH",1
"Herrera2026@Grignon_I3_ID079","Herrera2026","Grignon_I3_ID079",48.50868,1.95793,"2022",1,"FeveroleP",1
"Herrera2026@Grignon_J17_ID041","Herrera2026","Grignon_J17_ID041",48.557796,2.010734,"2021",1,"FeveroleH",1
"Herrera2026@Grignon_L1G_ID005","Herrera2026","Grignon_L1G_ID005",48.9400483,1.6414283,"2020",1,"Lentille",1
"Herrera2026@Grignon_N23_ID042","Herrera2026","Grignon_N23_ID042",48.752293,1.482243,"2021",1,"Lentille",1
"Herrera2026@Grignon_N9_ID006","Herrera2026","Grignon_N9_ID006",48.74622,1.49917,"2020",1,"FeveroleH",1
"Herrera2026@Grignon_O18_ID007","Herrera2026","Grignon_O18_ID007",48.35336,2.08922,"2020",1,"FeveroleP",1
"Herrera2026@Grignon_S14_ID080","Herrera2026","Grignon_S14_ID080",48.72406,1.45768,"2022",1,"Lentille",1
"Herrera2026@Grignon_S15_ID081","Herrera2026","Grignon_S15_ID081",48.72422,1.45895,"2022",1,"Lentille",1
"Herrera2026@Grignon_S24_ID082","Herrera2026","Grignon_S24_ID082",48.70907,1.46072,"2022",1,"Lentille",1
"Herrera2026@Grignon_S32_ID083","Herrera2026","Grignon_S32_ID083",48.72032,1.47498,"2022",1,"Lentille",1
"Herrera2026@Grignon_S41_ID008","Herrera2026","Grignon_S41_ID008",48.74445,1.44703,"2020",1,"FeveroleH",1
"Herrera2026@Grignon_S43_ID009","Herrera2026","Grignon_S43_ID009",48.70501,1.37346,"2020",1,"Lentille",1
"Herrera2026@Grignon_U16_ID043","Herrera2026","Grignon_U16_ID043",48.908768,1.535549,"2021",1,"FeveroleH",1
"Herrera2026@Grignon_X10_ID010","Herrera2026","Grignon_X10_ID010",48.84883,1.96743,"2020",1,"Lentille",1
"Herrera2026@Grignon_X4F_ID044","Herrera2026","Grignon_X4F_ID044",48.846111,1.989101,"2021",1,"FeveroleP",1
"Herrera2026@Grignon_X4L_ID045","Herrera2026","Grignon_X4L_ID045",48.846111,1.989101,"2021",1,"Lentille",1
"Herrera2026@Nogent_F1_ID011","Herrera2026","Nogent_F1_ID011",48.277761,3.379907,"2020",1,"FeveroleH",1
"Herrera2026@Nogent_F2_ID012","Herrera2026","Nogent_F2_ID012",48.302652,3.372677,"2020",1,"FeveroleH",1
"Herrera2026@Nogent_F3_ID013","Herrera2026","Nogent_F3_ID013",48.463859,3.140071,"2020",1,"FeveroleP",1
"Herrera2026@Nogent_F4_ID014","Herrera2026","Nogent_F4_ID014",48.452458,3.122926,"2020",1,"FeveroleH",1
"Herrera2026@Nogent_F5_ID015","Herrera2026","Nogent_F5_ID015",48.293069,2.81855,"2020",1,"FeveroleH",1
"Herrera2026@Nogent_L1N_ID016","Herrera2026","Nogent_L1N_ID016",48.345517,3.512612,"2020",1,"Lentille",1
"Herrera2026@Nogent_L2_ID017","Herrera2026","Nogent_L2_ID017",48.304348,3.483292,"2020",1,"Lentille",1
"Herrera2026@Nogent_L3_ID018","Herrera2026","Nogent_L3_ID018",48.294291,3.459449,"2020",1,"Lentille",1
"Herrera2026@Nogent_L4_ID019","Herrera2026","Nogent_L4_ID019",48.455486,3.099169,"2020",1,"Lentille",1
"Herrera2026@Nogent_L5_ID020","Herrera2026","Nogent_L5_ID020",48.361491,3.141789,"2020",1,"Lentille",1
"Herrera2026@Nogent_NF_C1_Agrio_ID084","Herrera2026","Nogent_NF_C1_Agrio_ID084",48.369579,3.157661,"2022",1,"FeveroleH",1
"Herrera2026@Nogent_NF_C1_PNPP_ID085","Herrera2026","Nogent_NF_C1_PNPP_ID085",48.36123,3.142486,"2022",1,"FeveroleH",1
"Herrera2026@Nogent_NF_C1_Tm_ID086","Herrera2026","Nogent_NF_C1_Tm_ID086",48.371575,3.153502,"2022",1,"FeveroleH",1
"Herrera2026@Nogent_NF_C2_PP_ID087","Herrera2026","Nogent_NF_C2_PP_ID087",48.47713,3.03835,"2022",1,"FeveroleH",1
"Herrera2026@Nogent_NF_C2_Tm_al_ID089","Herrera2026","Nogent_NF_C2_Tm_al_ID089",48.44992,3.09627,"2022",1,"FeveroleH",1
"Herrera2026@Nogent_NF_C2_Tm_ID088","Herrera2026","Nogent_NF_C2_Tm_ID088",48.43878,3.01856,"2022",1,"FeveroleH",1
"Herrera2026@Nogent_NF1_ID046","Herrera2026","Nogent_NF1_ID046",48.447983,3.116737,"2021",1,"FeveroleH",1
"Herrera2026@Nogent_NF2_ID047","Herrera2026","Nogent_NF2_ID047",48.310806,3.475699,"2021",1,"FeveroleH",1
"Herrera2026@Nogent_NF3_ID048","Herrera2026","Nogent_NF3_ID048",48.430411,3.349417,"2021",1,"FeveroleH",1
"Herrera2026@Nogent_NF4_ID049","Herrera2026","Nogent_NF4_ID049",48.279367,3.54021,"2021",1,"FeveroleH",1
"Herrera2026@Nogent_NF5_ID050","Herrera2026","Nogent_NF5_ID050",48.338462,3.420848,"2021",1,"FeveroleP",1
"Herrera2026@Nogent_NL_C1_Agrio_ID090","Herrera2026","Nogent_NL_C1_Agrio_ID090",48.31433,3.44417,"2022",1,"Lentille",1
"Herrera2026@Nogent_NL_C1_PP_ID091","Herrera2026","Nogent_NL_C1_PP_ID091",48.300321,3.503802,"2022",1,"Lentille",1
"Herrera2026@Nogent_NL_C1_Tm_ID092","Herrera2026","Nogent_NL_C1_Tm_ID092",48.35517,3.49572,"2022",1,"Lentille",1
"Herrera2026@Nogent_NL_C2_PNPP_ID093","Herrera2026","Nogent_NL_C2_PNPP_ID093",48.543934,3.916481,"2022",1,"Lentille",1
"Herrera2026@Nogent_NL_C2_Tm_ID094","Herrera2026","Nogent_NL_C2_Tm_ID094",48.534609,3.928481,"2022",1,"Lentille",1
"Herrera2026@Nogent_NL1_ID051","Herrera2026","Nogent_NL1_ID051",48.443404,3.124815,"2021",1,"Lentille",1
"Herrera2026@Nogent_NL2_ID052","Herrera2026","Nogent_NL2_ID052",48.378379,3.42884,"2021",1,"Lentille",1
"Herrera2026@Nogent_NL3_ID053","Herrera2026","Nogent_NL3_ID053",48.299938,3.475914,"2021",1,"Lentille",1
"Herrera2026@Nogent_NL4_ID054","Herrera2026","Nogent_NL4_ID054",48.342651,3.318462,"2021",1,"Lentille",1
"Herrera2026@Nogent_NL5_ID055","Herrera2026","Nogent_NL5_ID055",48.319138,3.342248,"2021",1,"Lentille",1
"Herrera2026@Toulouse_C1-E_ID095","Herrera2026","Toulouse_C1-E_ID095",43.8117889442282,0.773010232297061,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C1-T_ID096","Herrera2026","Toulouse_C1-T_ID096",43.8109322151707,0.771847124314371,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C2-E_ID097","Herrera2026","Toulouse_C2-E_ID097",43.7838224876322,0.827404618927604,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C2-T_ID098","Herrera2026","Toulouse_C2-T_ID098",43.7834119617987,0.824336171395327,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C3-E1_ID099","Herrera2026","Toulouse_C3-E1_ID099",43.7929550609598,0.790591015221931,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C3-E2_ID100","Herrera2026","Toulouse_C3-E2_ID100",43.7890768466186,0.789743437163608,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C3-T_ID101","Herrera2026","Toulouse_C3-T_ID101",43.7905037035212,0.790933540219126,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C4-E_ID102","Herrera2026","Toulouse_C4-E_ID102",43.7663641565614,0.857220033406711,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C4-T_ID103","Herrera2026","Toulouse_C4-T_ID103",43.7667670514694,0.858443120628858,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C5-E_ID104","Herrera2026","Toulouse_C5-E_ID104",43.6694838542408,1.11476032797024,"2022",1,"Lentille",1
"Herrera2026@Toulouse_C5-T_ID105","Herrera2026","Toulouse_C5-T_ID105",43.6725841110109,1.11627845812026,"2022",1,"Lentille",1
"Herrera2026@Toulouse_P01_ID021","Herrera2026","Toulouse_P01_ID021",43.733577,0.790423,"2020",1,"FeveroleH",1
"Herrera2026@Toulouse_P02_ID022","Herrera2026","Toulouse_P02_ID022",43.836607,0.915997,"2020",1,"FeveroleH",1
"Herrera2026@Toulouse_P03_ID023","Herrera2026","Toulouse_P03_ID023",43.825806,0.914073,"2020",1,"FeveroleP",1
"Herrera2026@Toulouse_P04_ID024","Herrera2026","Toulouse_P04_ID024",43.710349,0.979238,"2020",1,"Lentille",1
"Herrera2026@Toulouse_P05_ID025","Herrera2026","Toulouse_P05_ID025",43.77089,0.832835,"2020",1,"Lentille",1
"Herrera2026@Toulouse_P07_ID026","Herrera2026","Toulouse_P07_ID026",43.726062,0.776521,"2020",1,"Lentille",1
"Herrera2026@Toulouse_P08_ID027","Herrera2026","Toulouse_P08_ID027",43.783409,0.831631,"2020",1,"Lentille",1
"Herrera2026@Toulouse_P09_ID028","Herrera2026","Toulouse_P09_ID028",43.603344,0.929608,"2020",1,"Lentille",1
"Herrera2026@Toulouse_P10_ID029","Herrera2026","Toulouse_P10_ID029",43.790887,0.791512,"2020",1,"Lentille",1
"Herrera2026@Toulouse_P11_ID030","Herrera2026","Toulouse_P11_ID030",43.605696,0.923506,"2020",1,"Lentille",1
"Herrera2026@Toulouse_TF1_ID056","Herrera2026","Toulouse_TF1_ID056",43.60952,0.929,"2021",1,"FeveroleH",1
"Herrera2026@Toulouse_TF2_ID057","Herrera2026","Toulouse_TF2_ID057",43.842871,0.930924,"2021",1,"FeveroleH",1
"Herrera2026@Toulouse_TF3_ID058","Herrera2026","Toulouse_TF3_ID058",43.732016,0.794404,"2021",1,"FeveroleH",1
"Herrera2026@Toulouse_TL1_ID059","Herrera2026","Toulouse_TL1_ID059",43.725894,0.7755059,"2021",1,"Lentille",1
"Herrera2026@Toulouse_TL2_ID060","Herrera2026","Toulouse_TL2_ID060",43.7998,0.776443,"2021",1,"Lentille",1
"Herrera2026@Toulouse_TL3_ID061","Herrera2026","Toulouse_TL3_ID061",43.668333,1.108056,"2021",1,"Lentille",1
"Herrera2026@Toulouse_TL4_ID062","Herrera2026","Toulouse_TL4_ID062",43.766627,0.864476,"2021",1,"Lentille",1
"Herrera2026@Toulouse_TL5_ID063","Herrera2026","Toulouse_TL5_ID063",43.7219947,0.9172025,"2021",1,"Lentille",1
"Herrera2026@Toulouse_TL6_ID064","Herrera2026","Toulouse_TL6_ID064",43.850564,0.913888,"2021",1,"Lentille",1
"Herrera2026@Toulouse_TL7_ID065","Herrera2026","Toulouse_TL7_ID065",43.778372,0.844971,"2021",1,"Lentille",1
"lepibats@M01","lepibats","M01",44.52071,-0.06639604,"2021",1,"zea_mays",1
"lepibats@M02","lepibats","M02",44.4969,-0.04038907,"2021",1,"zea_mays",1
"lepibats@M03","lepibats","M03",44.56266,-0.20910194,"2021",1,"zea_mays",1
"lepibats@M04","lepibats","M04",44.56821,-0.10991934,"2021",1,"zea_mays",1
"lepibats@M05","lepibats","M05",44.44688,0.11899252,"2021",1,"zea_mays",1
"lepibats@M06","lepibats","M06",44.43205,0.12111746,"2021",1,"zea_mays",1
"lepibats@M07","lepibats","M07",44.49137,0.10969904,"2021",1,"zea_mays",1
"lepibats@M08","lepibats","M08",44.44275,0.16456158,"2021",1,"zea_mays",1
"lepibats@M09","lepibats","M09",44.53029,-0.00735906,"2021",1,"zea_mays",1
"lepibats@M10","lepibats","M10",44.57472,-0.03485597,"2021",1,"zea_mays",1
"lepibats@Tri01M","lepibats","Tri01M",44.57052,-0.27679897,"2021",1,"zea_mays",1
"lepibats@Tri01V","lepibats","Tri01V",44.56773,-0.28630003,"2021",1,"vitis_vinifera",1
"lepibats@Tri02M","lepibats","Tri02M",44.5475,-0.19474134,"2021",1,"zea_mays",1
"lepibats@Tri02V","lepibats","Tri02V",44.5481,-0.19312604,"2021",1,"vitis_vinifera",1
"lepibats@Tri03M","lepibats","Tri03M",44.54076,-0.16525222,"2021",1,"zea_mays",1
"lepibats@Tri03V","lepibats","Tri03V",44.54154,-0.16542696,"2021",1,"vitis_vinifera",1
"lepibats@Tri04M","lepibats","Tri04M",44.51545,-0.22234099,"2021",1,"zea_mays",1
"lepibats@Tri04V","lepibats","Tri04V",44.51517,-0.21844201,"2021",1,"vitis_vinifera",1
"lepibats@Tri05V","lepibats","Tri05V",44.5219,-0.20848396,"2021",1,"vitis_vinifera",1
"lepibats@Tri06M","lepibats","Tri06M",44.50372,-0.17656996,"2021",1,"zea_mays",1
"lepibats@Tri06V","lepibats","Tri06V",44.50391,-0.17591993,"2021",1,"vitis_vinifera",1
"lepibats@Tri07M","lepibats","Tri07M",44.45696,-0.04154906,"2021",1,"zea_mays",1
"lepibats@Tri07V","lepibats","Tri07V",44.45949,-0.03984102,"2021",1,"vitis_vinifera",1
"lepibats@V01","lepibats","V01",44.62381,-0.17476992,"2021",1,"vitis_vinifera",1
"lepibats@V02","lepibats","V02",44.61484,-0.12715009,"2021",1,"vitis_vinifera",1
"lepibats@V03","lepibats","V03",44.58952,-0.169366,"2021",1,"vitis_vinifera",1
